,Date,Weights,Profit,Base Profit,Volume,ITT,IEX,GGG,FLS,HDSN,KAMN,WLFC,LAWS,JNJ,BMY,PFE,ABT,cash
0,2014-01-06,"[0.12556973 0.09449938 0.         0.         0.08465886 0.10811704
 0.         0.09787198 0.11320814 0.08454823 0.10847197 0.09158926
 0.09146541]",0.9956278634164907,0.9950000000000002,0.8744302839040756,0.0944993793964386,0.0,0.0,0.08465886116027832,0.10811704397201538,0.0,0.09787198156118393,0.11320814490318298,0.0845482349395752,0.10847197473049164,0.09158925712108612,0.09146540611982346,0.12556973099708557
1,2014-01-07,"[0.1257077  0.09454188 0.         0.         0.0846163  0.10814328
 0.         0.09786092 0.11323734 0.08445638 0.10847158 0.09157583
 0.09138877]",1.0062447576475195,1.0059904147699235,0.0003324046488717945,0.09454188495874405,0.0,0.0,0.08461630344390869,0.10814328491687775,0.0,0.0978609248995781,0.11323733627796173,0.08445637673139572,0.10847157984972,0.09157583117485046,0.0913887694478035,0.1257077008485794
2,2014-01-08,"[0.12578115 0.09460003 0.         0.         0.08460438 0.10819149
 0.         0.09783912 0.11320762 0.08443317 0.10840742 0.09159528
 0.09134037]",1.0082972022598045,1.0040568346108185,0.006496298553536815,0.09460002928972244,0.0,0.0,0.08460437506437302,0.10819149017333984,0.0,0.0978391170501709,0.1132076233625412,0.0844331681728363,0.10840742290019989,0.09159527719020844,0.09134037047624588,0.12578114867210388
3,2014-01-09,"[0.12577392 0.09462401 0.         0.         0.08459455 0.10818818
 0.         0.09783847 0.1132214  0.08442403 0.10838284 0.09161059
 0.09134201]",1.0092493722056708,1.0057951864423529,0.008991280616714377,0.09462400525808334,0.0,0.0,0.08459454774856567,0.10818818211555481,0.0,0.09783846884965897,0.11322139948606491,0.08442403376102448,0.10838284343481064,0.09161058813333511,0.0913420096039772,0.12577392160892487
4,2014-01-10,"[0.12585321 0.09469268 0.         0.         0.08456982 0.10822704
 0.         0.09782214 0.11322993 0.08438845 0.10830847 0.09162465
 0.09128359]",1.018864160695563,1.0141598969168293,0.0049387767581132195,0.09469268471002579,0.0,0.0,0.08456981927156448,0.10822703689336777,0.0,0.0978221446275711,0.11322993040084839,0.08438844978809357,0.10830847173929214,0.0916246548295021,0.09128358960151672,0.12585321068763733
5,2014-01-13,"[0.1260049  0.09483387 0.         0.         0.08452471 0.10830485
 0.         0.09777764 0.11325932 0.08432932 0.1081425  0.09163577
 0.0911871 ]",1.0267507638229942,1.021480457192703,0.005727952372270752,0.0948338657617569,0.0,0.0,0.08452470600605011,0.10830485075712204,0.0,0.09777764230966568,0.11325931549072266,0.08432932198047638,0.10814250260591507,0.09163577109575272,0.09118710458278656,0.1260049045085907
6,2014-01-14,"[0.12611708 0.0949398  0.         0.         0.08448756 0.10834821
 0.         0.09775511 0.11328283 0.08427936 0.10802314 0.09165589
 0.091111  ]",1.0276307814549608,1.0223783863984295,0.017025270956946167,0.09493979811668396,0.0,0.0,0.08448756486177444,0.10834821313619614,0.0,0.09775511175394058,0.11328282952308655,0.08427935838699341,0.10802313685417175,0.09165588766336441,0.09111099690198898,0.12611708045005798
7,2014-01-15,"[0.12614833 0.09499378 0.         0.         0.08446939 0.10834734
 0.         0.097753   0.11327979 0.08426308 0.10795487 0.09169963
 0.09109078]",1.0231912387595736,1.0194811745772878,0.005429089323053972,0.09499377757310867,0.0,0.0,0.08446939289569855,0.1083473414182663,0.0,0.09775299578905106,0.113279789686203,0.08426307886838913,0.10795487463474274,0.09169963002204895,0.09109078347682953,0.12614832818508148
8,2014-01-16,"[0.12620112 0.09500279 0.         0.         0.08447047 0.10839526
 0.         0.09773315 0.11327542 0.08424816 0.10796082 0.09165215
 0.09106068]",1.027530283396146,1.0255285078523162,0.00855668802062392,0.09500278532505035,0.0,0.0,0.0844704657793045,0.10839526355266571,0.0,0.09773314744234085,0.11327541619539261,0.08424816280603409,0.10796082019805908,0.09165215492248535,0.09106068313121796,0.12620112299919128
9,2014-01-17,"[0.12623782 0.09503269 0.         0.         0.08447003 0.10841829
 0.         0.0977175  0.11326055 0.08424082 0.10792877 0.09164412
 0.09104946]",1.0335654240733598,1.0308038750027395,0.01220211955492414,0.0950326919555664,0.0,0.0,0.08447002619504929,0.1084182858467102,0.0,0.09771750122308731,0.11326055228710175,0.08424081653356552,0.10792876780033112,0.09164411574602127,0.09104946255683899,0.12623782455921173
